"id";"category en";"name mr";"name en";"category_mr";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"135";"Chutney";"पुदिना चटणी";"Mint Chutney";"चटण्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"136";"Chutney";"कडीपत्ता चटणी";"Kadipatta Chatney";"चटण्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"137";"Chutney";"ठेचा";"Thecha";"चटण्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"138";"Supari";"चिकणी सुपारी  ";"Chikni Supari";"सुपारी";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"139";"Supari";"कच्ची  सुपारी  ";"Kacchi Supari";"सुपारी";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"140";"Supari";"भाजलेली   सुपारी  ";"Baked Supari";"सुपारी";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"141";"Biscuits";"नमकीन बिस्कीट";"Namkin Biscuit";"बिस्कीट";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"142";"Biscuits";"क्रीम  बिस्कीट";"Cream Biscuit";"बिस्कीट";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"143";"Biscuits";"गोड़ बिस्कीट";"Sweet Biscuit";"बिस्कीट";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"144";"Pickle";"कैरीचे लोणचे";"Mango pickle";"लोणचे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"145";"Pickle";"लिंबाचे लोणचे";"Lemon Pickle";"लोणचे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"146";"Pickle";"मिक्स लोणचे";"Mix Pickle";"लोणचे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"147";"Pickle";"मिरचीचे लोणचे";"Chilli pickle";"लोणचे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"148";"Bakery Products";"खारी";"Khari";"बेकरी प्रॉडक्ट्स";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"149";"Bakery Products";"टोस्ट";"Toast";"बेकरी प्रॉडक्ट्स";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"150";"Bakery Products";"बटर";"Butter";"बेकरी प्रॉडक्ट्स";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"151";"Bakery Products";"ब्रेड";"Bread";"बेकरी प्रॉडक्ट्स";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"152";"Bakery Products";"पाव";"Pav";"बेकरी प्रॉडक्ट्स";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"153";"Oil";"शेंगदाणा तेल ";"Groundnut";"तेल";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"154";"Oil";"करडई तेल";"Safflower";"तेल";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"155";"Oil";"सोयाबीन तेल";"Soyabean";"तेल";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"156";"Oil";"सूर्यफूल तेल";"Sunflower";"तेल";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"157";"Oil";"पाम तेल";"Palm";"तेल";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"158";"Oil";"मोहरी तेल";"Mustard";"तेल";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"159";"Oil";"तिळाचे तेल";"Sesame ";"तेल";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"160";"Oil";"दलडा";"Dalda";"तेल";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"161";"Oil";"घाण्याचे तेल";"Wooden churned ";"तेल";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"162";"Spices";"लाल मिर्च पाउडर";"Red Chilli Powder";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"163";"Spices";"स्पेशल गरम मसाला";"Special Garam Masala";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"164";"Spices";"कांदा लसूण मसाला";"Onion Garlic Masala";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"165";"Spices";"सब्जी मसाला";"Vegetable Masala";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"166";"Spices";"गरम मसाला";"Garam Masala";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"167";"Spices";"लोणचे मसाला";"Pickle Masala";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"168";"Spices";"हळदी पाउडर";"Turmeric Powder";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169";"Spices";"किचन किंग मसाला";"Kitchen King Masala";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"170";"Spices";"चिकन मसाला";"Chicken Masala";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"171";"Spices";"मटन मसाला";"Mutton Masala";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"172";"Spices";"पावभाजी मसाला";"Pav Bhaji Masala";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"173";"Spices";"चटकदार चिवडा मसाला";"Chivda Masala";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"174";"Spices";"छोले मसाला";"Chole Masala";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"175";"Spices";"बिर्याणी मसाला";"Biriyani Masala";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"176";"Spices";"चाट मसाला";"Chaat Masala";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"177";"Spices";"धने पाउडर";"Coriander Powder";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"178";"Spices";"फिशकरी मसाला";"Fish Curry Masala";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"179";"Spices";"चिकन65 मसाला";"Chicken 65 Masala";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"180";"Spices";"दालचिनी";"Cinammon";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"181";"Spices";"लवंग";"Cloves";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"182";"Spices";"धने";"Coriander";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"183";"Spices";"जिरे";"Cumin";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"184";"Spices";"लाल मिरची";"Red Chilly";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"185";"Spices";"काळे मिरे";"Black Pepper";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"186";"Spices";"हिरवी वेलची";"Green Cardemom";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"187";"Spices";"मसाला वेलची";"Masala Cardemom";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"188";"Spices";"स्टारफूल";"Star  Anise";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"189";"Spices";"शहाजिरे";"Royal Cumin";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"190";"Spices";"जायफळ";"Nutmeg";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"191";"Spices";"जयवंत्री";"Maize";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"192";"Spices";"त्रिफळा";"Triphala";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"193";"Spices";"रामपत्री";"Rampatri";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"194";"Spices";"हिंग";"Asofoetida";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"195";"Spices";"तमालपत्र";"Bayleaf";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"196";"Spices";"खसखस";"Poppy Seeds";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"197";"Spices";"कबाबचिनी";"Cubeb";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"198";"Spices";"नाकेशर";"Nakeshkar";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"199";"Spices";"दगडफुल";"black stone";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"200";"Spices";"बडीशेप";"Fennel Seeds";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"201";"Spices";"केशर";"Saffron";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"202";"Spices";"तिळ";"Sesame Seeds";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"203";"Spices";"मेथी";"Fenugreek";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"204";"Spices";"कसुरीमेथी";"Fenugreek Leaf";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"205";"Spices";"मध";"Honey";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"206";"Spices";"ओवा";"Ajwain";"मसाले";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"207";"Milk and Milk Products";"दूध";"Milk";"दुधाचे पदार्थ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"208";"Milk and Milk Products";"दही";"Curd";"दुधाचे पदार्थ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"209";"Milk and Milk Products";"बटर";"Butter";"दुधाचे पदार्थ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"210";"Milk and Milk Products";"चीज";"Cheese";"दुधाचे पदार्थ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"211";"Milk and Milk Products";"पनीर";"Paneer";"दुधाचे पदार्थ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"212";"Milk and Milk Products";"तूप";"Ghee";"दुधाचे पदार्थ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"213";"Milk and Milk Products";"लस्सी";"Lassi";"दुधाचे पदार्थ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"214";"Milk and Milk Products";"खवा";"Khava";"दुधाचे पदार्थ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"215";"Milk and Milk Products";"श्रीखंड";"ShriKhanda";"दुधाचे पदार्थ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"216";"Milk and Milk Products";"आम्रखंड";"Amrakhanda";"दुधाचे पदार्थ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"217";"Milk and Milk Products";"बासुंदी";"Basundi";"दुधाचे पदार्थ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218";"Milk and Milk Products";"सुगंधी दूध";"Flavoured Milk";"दुधाचे पदार्थ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"219";"Milk and Milk Products";"रबडी";"Rabdi";"दुधाचे पदार्थ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"220";"Milk and Milk Products";"आईस्क्रीम";"IceCream";"दुधाचे पदार्थ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"221";"Milk and Milk Products";"ताक";"ButterMilk";"दुधाचे पदार्थ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"222";"Milk and Milk Products";"दूध पाउडर";"Milk Powder";"दुधाचे पदार्थ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"223";"Dal";"हरभरा डाळ";"Harbhara Dal";"डाळी";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"224";"Dal";"तुरडाळ";"Toor Dal";"डाळी";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"225";"Dal";"मूगडाळ";"Moong Dal";"डाळी";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"226";"Dal";"मटकीडाळ";"Matki Dal";"डाळी";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"227";"Dal";"मसूरडाळ";"Masoor Dal";"डाळी";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"228";"Dal";"उडीदडाळ";"Udid Dal";"डाळी";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"229";"Dal";"भाजके चणाडाळ";"Baked Peas Dal";"डाळी";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"230";"Flour";"गव्हाचे पीठ";"Wheat Flour";"पिठे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"231";"Flour";"तांदळाचे पीठ";"Rice Flour";"पिठे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"232";"Flour";"बेसन पीठ";"Chickpea Flour";"पिठे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"233";"Flour";"मैदा";"Maida";"पिठे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"234";"Flour";"अनारसे पीठ";"Anarsa Flour";"पिठे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"235";"Flour";"रवा";"Semolina";"पिठे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"236";"Flour";"चकली पीठ";"Chakli Flour";"पिठे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"237";"Flour";"वारवीचे(भगर) पीठ";"Barnyard Millet";"पिठे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"238";"Flour";"साठा पीठ";"Saatha Flour";"पिठे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"239";"Flour";"उडदाचे पीठ";"Split Black Gram Flour";"पिठे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"240";"Flour";"कॉर्नफ्लॉवर";"Cornflour";"पिठे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"241";"Fruits";"सफरचंद ";"Apple";"फळे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"242";"Fruits";"केळी";"Banana";"फळे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"243";"Fruits";"चिकू";"Chikoo";"फळे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"244";"Fruits";"सीताफळ";"Custardapple";"फळे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"245";"Fruits";"खजूर";"Dates";"फळे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"246";"Fruits";"अंजीर";"Fig";"फळे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"247";"Fruits";"द्राक्ष";"Grapes";"फळे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"248";"Fruits";"पेरु";"Guava";"फळे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"249";"Fruits";"खरबूज";"Musk Melons";"फळे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"250";"Fruits";"कलिंगड";"Watermelon";"फळे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"251";"Fruits";"आंबा";"Mangoes";"फळे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"252";"Fruits";"डाळिंब";"pomegranate";"फळे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"253";"Fruits";"पपई";"Papaya";"फळे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"254";"Fruits";"अननस";"Pineapple";"फळे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"255";"Fruits";"मोसंबी";"Sweet Lemon";"फळे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"256";"Fruits";"संत्री";"Orange";"फळे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"257";"Fruits";"स्टोबेरी";"Strawberry";"फळे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"258";"Fruits";"देशी केळी";"Wild Bananas";"फळे";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"259";"Leafy Vegetables";"पालक";"Spinach";"पालेभाज्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"260";"Leafy Vegetables";"मेथी";"Fenugreek";"पालेभाज्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"261";"Leafy Vegetables";"शेपू";"Dill";"पालेभाज्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"262";"Leafy Vegetables";"पुदिना";"Mint";"पालेभाज्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"263";"Leafy Vegetables";"आंबटचूका";"Green Sorrel";"पालेभाज्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"264";"Leafy Vegetables";"कडीपत्ता";"Curry Leaves";"पालेभाज्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"265";"Leafy Vegetables";"कोथिंबीर";"coriander";"पालेभाज्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"266";"Leafy Vegetables";"कांद्याचीपात";"Shallots";"पालेभाज्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"267";"Leafy Vegetables";"राजगीरा";"Amarnath";"पालेभाज्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"268";"Leafy Vegetables";"करडई";"Safflower";"पालेभाज्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"269";"Leafy Vegetables";"तांदुळजा";"Purple Amarnath";"पालेभाज्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"270";"Leafy Vegetables";"देमसे";"Round Gourd";"पालेभाज्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"271";"Vegetables";"काकडी";"Cucumber";"फळभाज्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"272";"Vegetables";"शेवग्याची शेंग";"Drumstick";"फळभाज्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"273";"Vegetables";"वाल";"BroadBeans";"फळभाज्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"274";"Vegetables";"भेंडी";"okra";"फळभाज्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"275";"Vegetables";"वांगी";"Brinjal";"फळभाज्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"276";"Vegetables";"लिंबू";"Lemon";"फळभाज्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"277";"Vegetables";"मशरूम";"Mushroom";"फळभाज्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"278";"Vegetables";"बटाटा";"Potato";"फळभाज्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"279";"Vegetables";"भोपळा";"Pumpkin";"फळभाज्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"280";"Vegetables";"मुळा";"Raddish";"फळभाज्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"281";"Vegetables";"घेवडा";"Bonavista Bean";"फळभाज्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"282";"Vegetables";"दोडका";"Ridge Gourd";"फळभाज्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"283";"Vegetables";"टोमॅटो";"Tomato";"फळभाज्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"284";"Vegetables";"कांदे";"Onion";"फळभाज्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"285";"Vegetables";"रताळी";"Sweet Potato";"फळभाज्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"286";"Vegetables";"कारले";"Bitter Gourd";"फळभाज्या";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
